witel;name;lat;lon;kandatel;status_occ;service_port;device_port;image
1;ODP-PKL-FK/43 FK/D03/08.43;-6.8911;109.6539;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/44 FK/D03/07.44;-6.8908;109.6539;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FK/45 FK/D03/06.45;-6.8908;109.6544;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FK/46 FK/D03/05.46;-6.8907;109.6547;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FK/47 FK/D03/04.47;-6.8906;109.6556;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/48 FK/D03/03.48;-6.8908;109.6559;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/49 FK/D03/02.49;-6.8896;109.6565;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FK/50 FK/D03/01.50;-6.8896;109.6555;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/51 FK/D04/07.51;-6.89;109.6501;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FK/52 FK/D04/06.52;-6.8899;109.651;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/53 FK/D04/05.53;-6.8899;109.6514;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FK/54 FK/D04/04.54;-6.8899;109.6522;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FK/55 FK/D04/03.55;-6.8898;109.6533;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FK/56 FK/D04/02.56;-6.89;109.6539;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FK/57 FK/D04/01.57;-6.8902;109.6548;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FL/01 FL/D01/01.01;-6.8861;109.6491;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FL/02 FL/D01/02.01;-6.8861;109.648;PEKALONGAN;YELLOW;7;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FL/031 FL/D03/31.01;-6.885901;109.655576;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/032 FL/D03/32.01;-6.887631;109.655552;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FL/033 FL/D03/33.01;-6.888134;109.655539;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/034 FL/D03/34.01;-6.888968;109.655503;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FL/035 FL/D03/35.01;-6.889455;109.655484;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FL/036 FL/D04/36.01;-6.888442;109.656092;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/037 FL/D04/37.01;-6.888995;109.656001;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/038 FL/D04/38.01;-6.889391;109.65678;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/039 FL/D04/39.01;-6.889407;109.656005;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FL/03 FL/D01/03.01;-6.887;109.6493;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FL/041 FL/D05/041.01;-6.8898;109.6511;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/042 FL/D02/042.01;-6.8903;109.643457;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/043 FL/D02/043.01;-6.88657;109.647212;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FL/04 FL/D01/04.01;-6.8869;109.6488;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FL/05 FL/D01/05.01;-6.8869;109.6482;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FL/06 FL/D01/06.01;-6.8874;109.6485;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/07 FL/D01/07.01;-6.8874;109.6492;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/08 FL/D01/08.01;-6.8877;109.6495;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FL/09 FL/D01/09.01;-6.8878;109.6488;PEKALONGAN;BLACK;16;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FL/10 FL/D01/10.01;-6.8878;109.6481;PEKALONGAN;GREEN;14;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/11 FL/D01/11.01;-6.8894;109.6481;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/12 FL/D01/12.01;-6.8899;109.6488;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/13 FL/D01/13.01;-6.8898;109.6496;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FL/14 FL/D01/14.01;-6.8897;109.6524;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FL/15 FL/D01/15.01;-6.8896;109.6532;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/16 FL/D01/16.01;-6.8895;109.6542;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FL/17 FL/D01/17.01;-6.8895;109.6549;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/18 FL/D02/18.01;-6.8894;109.6438;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FL/19 FL/D02/19.01;-6.8903;109.6431;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FL/20 FL/D02/20.01;-6.8903;109.6437;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FL/21 FL/D02/21.01;-6.8901;109.6454;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/22 FL/D02/22.01;-6.8901;109.6462;PEKALONGAN;GREEN;15;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/23 FL/D02/23.01;-6.8863;109.6468;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/24 FL/D02/24.01;-6.8863;109.6472;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FL/25 FL/D02/25.01;-6.8868;109.6469;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FM/15 FM/D02/15.01;-6.8922;109.6584;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FL/26 FL/D02/26.01;-6.8891;109.6471;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/27 FL/D02/27.01;-6.89;109.647;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FL/28 FL/D02/28.01;-6.8899;109.648;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FM/01 FM/D01/13.01;-6.8893;109.6664;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FM/02 FM/D01/02.01;-6.8893;109.6668;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FM/039 FM/D02/039.01;-6.891095;109.659523;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FM/03 FM/D01/03.01;-6.8892;109.6677;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FM/040 FM/D02/040.01;-6.891802;109.659769;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FM/041 FM/D02/041.01;-6.892144;109.659979;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FM/046 FM/D01/046.01;-6.889102;109.664138;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FM/04 FM/D01/04.01;-6.8891;109.668;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FM/05 FM/D01/05.01;-6.8889;109.6672;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FM/06 FM/D01/06.01;-6.8891;109.6661;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FM/07 FM/D01/07.01;-6.8891;109.6655;PEKALONGAN;RED;2;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FM/08 FM/D01/08.01;-6.8891;109.6646;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FM/09 FM/D01/09.01;-6.8893;109.6631;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FM/10 FM/D01/10.01;-6.8893;109.6608;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FM/11 FM/D01/11.01;-6.8893;109.6604;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FM/12 FM/D01/12.01;-6.8895;109.6576;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FM/13 FM/D01/13.01;-6.8895;109.6589;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FM/14 FM/D01/14.01;-6.8896;109.6598;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FM/16 FM/D02/16.01;-6.8922;109.6587;PEKALONGAN;YELLOW;9;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FM/17 FM/D02/17.01;-6.8923;109.6592;PEKALONGAN;YELLOW;5;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FM/18 FM/D02/18.01;-6.8918;109.66;PEKALONGAN;YELLOW;5;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FM/19 FM/D02/19.01;-6.8918;109.6594;PEKALONGAN;YELLOW;6;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FM/20 FM/D02/20.01;-6.892;109.6597;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FM/21 FM/D02/21.01;-6.8919;109.6588;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FM/22 FM/D02/22.01;-6.8917;109.6588;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FM/23 FM/D02/23.01;-6.8914;109.6589;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FM/24 FM/D02/24.01;-6.8914;109.6594;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FM/25 FM/D02/25.01;-6.8914;109.6597;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FM/26 FM/D02/02.26;-6.8911;109.6588;PEKALONGAN;BLACK;16;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FM/27 FM/D02/27.01;-6.8911;109.6591;PEKALONGAN;GREEN;12;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FM/28 FM/D02/28.01;-6.8912;109.6598;PEKALONGAN;GREEN;11;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FM/29 FM/D03/07.29;-6.8908;109.6614;PEKALONGAN;YELLOW;9;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FM/30 FM/D03/30.01;-6.8908;109.6611;PEKALONGAN;GREEN;14;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FM/31 FM/D03/31.01;-6.8908;109.6607;PEKALONGAN;YELLOW;8;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FM/32 FM/D03/32.01;-6.8908;109.6596;PEKALONGAN;GREEN;15;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FM/33 FM/D03/33.01;-6.8907;109.6592;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FM/34 FM/D03/02.34;-6.8908;109.6582;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FM/35 FM/D03/35.01;-6.8904;109.6586;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FM/36 FM/D03/36.01;-6.8904;109.6591;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FM/37 FM/D03/37.01;-6.8904;109.6598;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FM/38 FM/D01/38.01;-6.893;109.6588;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FN/01 FN/D01/11.01;-6.8893;109.6598;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/02 FN/D01/10.02;-6.8893;109.659;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/03 FN/D01/09.03;-6.8893;109.6578;PEKALONGAN;YELLOW;2;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/04 FN/D01/08.04;-6.8894;109.6574;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/05 FN/D01/07.005;-6.8888;109.6574;PEKALONGAN;GREEN;12;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/06 FN/D01/06.06;-6.8883;109.6575;PEKALONGAN;GREEN;14;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/07 FN/D01/05.07;-6.8878;109.6575;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/08 FN/D01/04.08;-6.8875;109.6575;PEKALONGAN;GREEN;13;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/09 FN/D01/03.09;-6.887;109.6576;PEKALONGAN;GREEN;10;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/100 FN/D08/100.01;-6.8892;109.6606;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/101 FN/D08/101.01;-6.8892;109.6612;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FN/102 FN/D08/102.01;-6.8892;109.6616;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FN/103 FN/D08/103.01;-6.8891;109.6626;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FN/104 FN/D08/104.01;-6.8883;109.662;PEKALONGAN;GREEN;13;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/105 FN/D08/105.01;-6.8883;109.6626;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/106 FN/D08/106.01;-6.8878;109.6606;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/107 FN/D08/107.01;-6.8878;109.6611;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/108 FN/D08/108.01;-6.8878;109.6613;PEKALONGAN;GREEN;15;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/109 FN/D08/109.01;-6.8878;109.6617;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/10 FN/D01/02.10;-6.8867;109.6576;PEKALONGAN;GREEN;15;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/110 FN/D08/110.01;-6.8879;109.6622;PEKALONGAN;GREEN;13;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/111 FN/D08/111.01;-6.8874;109.6618;PEKALONGAN;BLACK;16;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FN/112 FN/D08/112.01;-6.8875;109.6623;PEKALONGAN;GREEN;15;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/113 FN/D08/113.01;-6.8872;109.6627;PEKALONGAN;GREEN;12;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/11 FN/D01/01.11;-6.8864;109.6566;PEKALONGAN;GREEN;14;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/122 FN/D09/122.01;-6.8855;109.6636;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FN/123 FN/D09/123.01;-6.8856;109.6644;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/124 FN/D09/124.01;-6.8862;109.6647;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/128 FN/D08/128.01;-6.886856;109.662664;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FN/12 FN/D01/01.12;-6.8864;109.6571;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/130 FN/D08/130.01;-6.889198;109.660736;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/131 FN/D08/131.01;-6.889134;109.66223;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/13 FN/D01/01.13;-6.8865;109.6576;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/140 FN/D01/140.01;-6.889348;109.658427;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/141 FN/D05/141.01;-6.886299;109.666736;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/143 FN/D07/143.01;-6.885519;109.66756;PEKALONGAN;RED;0;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FN/144 FN/D07/144.01;-6.886191;109.667591;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FN/145 FN/D07/145.01;-6.887756;109.666275;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/147 FN/D05/147.01;-6.885648;109.664872;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/14 FN/D02/14.01;-6.8858;109.6567;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/15 FN/D02/15.01;-6.8859;109.6571;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/22 FN/D02/22.01;-6.8856;109.6576;PEKALONGAN;GREEN;5;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/23 FN/D02/23.01;-6.886;109.6576;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/24 FN/D02/24.01;-6.8864;109.6576;PEKALONGAN;GREEN;14;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/25 FN/D02/25.01;-6.8862;109.6588;PEKALONGAN;YELLOW;7;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/26 FN/D02/26.01;-6.8854;109.6597;PEKALONGAN;GREEN;6;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/27 FN/D02/27.01;-6.8863;109.6597;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/29 FN/D02/29.01;-6.8863;109.6603;PEKALONGAN;YELLOW;3;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/30 FN/D02/30.01;-6.8864;109.6617;PEKALONGAN;YELLOW;4;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_kuning.png
1;ODP-PKL-FN/31 FN/D02/31.01;-6.8865;109.6631;PEKALONGAN;RED;1;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_merah.png
1;ODP-PKL-FN/32 FN/D03/32.01;-6.8887;109.6593;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FN/33 FN/D03/33.01;-6.8888;109.6597;PEKALONGAN;BLACK;16;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FN/34 FN/D03/34.01;-6.8886;109.6605;PEKALONGAN;GREEN;13;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/35 FN/D03/35.01;-6.8881;109.6592;PEKALONGAN;GREEN;15;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/36 FN/D03/36.01;-6.8881;109.6588;PEKALONGAN;GREEN;15;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FN/37 FN/D03/37.01;-6.8877;109.6588;PEKALONGAN;BLACK;8;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hitam.png
1;ODP-PKL-FN/38 FN/D03/38.01;-6.8873;109.6586;PEKALONGAN;GREEN;15;16;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
1;ODP-PKL-FN/39 FN/D03/39.01;-6.8874;109.6588;PEKALONGAN;GREEN;7;8;http://mita-backend-dev.vsan-apps.playcourt.id/images/odp_hijau.png
